player,date,time,id,item,itemID,itemString,response,votes,class,instance,boss,difficultyID,mapID,groupSize,gear1,gear2,responseID,isAwardReason,subType,equipLoc,note,owner
Prômaniac-Zul'jin,14/6/23,22:19:25,1686770365-7,[Gatecrasher Giant's Coif],202591,item:202591::::::::70:258::5:8:9409:9330:6652:9414:9226:9221:1485:8767,Awarded,0,PRIEST,"Aberrus, the Shadowed Crucible-Heroic",Assault of the Zaqali,15,2569,26,|cffa335ee|Hitem:202542::::::::70:258::3:7:6652:9414:9229:7979:9329:1494:8767:1:28:1040:::::|h[Mask of the Furnace Seraph]|h|r,,AWARDED,false,Mail,Head,,Prômaniac-Zul'jin
Prômaniac-Zul'jin,14/6/23,22:19:28,1686770368-8,[Gatecrasher Giant's Coif],202591,item:202591::::::::70:258::5:8:9409:9330:6652:9414:9226:9221:1485:8767,Awarded,0,PRIEST,"Aberrus, the Shadowed Crucible-Heroic",Assault of the Zaqali,15,2569,26,|cffa335ee|Hitem:202542::::::::70:258::3:7:6652:9414:9229:7979:9329:1494:8767:1:28:1040:::::|h[Mask of the Furnace Seraph]|h|r,,AWARDED,false,Mail,Head,,Prômaniac-Zul'jin
Prômaniac-Zul'jin,20/9/23,23:55:01,1695243301-3,[Venerated Corrupting Fluid],202623,item:202623::::::::70:258::6:4:9410:9227:1498:8767,Tier Set,0,PRIEST,"Aberrus, the Shadowed Crucible-Mythic",Echo of Neltharion,16,2569,20,|cffa335ee|Hitem:202540::::::::70:258::5:6:6652:9227:9409:9334:1498:8767:1:28:2615:::::|h[Devotion of the Furnace Seraph]|h|r,,1,false,Armor Token,,T4,Prômaniac-Zul'jin
Restrepo-Sanguino,19/7/23,22:06:05,1689793565-4,[Etchings of the Captive Revenant],202573,item:202573::::::::70:102::5:7:9409:9330:6652:9226:9220:1485:8767,Mejora,0,MAGE,"Aberrus, the Shadowed Crucible-Heroic","Kazzara, the Hellforged",15,2569,24,|cffa335ee|Hitem:200971:6595:::::::70:102::14::1:28:2078:::::|h[Obsidian Cape]|h|r,,4,false,Cloth,Back,,Codetuma-Zul'jin
Restrepo-Sanguino,19/7/23,22:15:37,1689794137-12,[Mystic Corrupting Fluid],202622,item:202622::::::::70:102::5:4:9409:9227:1485:8767,Bis,1,MAGE,"Aberrus, the Shadowed Crucible-Heroic",Echo of Neltharion,15,2569,25,|cffa335ee|Hitem:193526::::::::70:102::13:7:8836:8840:8902:8960:9405:8845:9365:5:28:2164:38:8:40:403:45:197921:48:190453:::::|h[Amice of the Blue |A:Professions-ChatIcon-Quality-Tier5:17:17::1|a]|h|r,,2,false,Armor Token,,,Codetuma-Zul'jin
Restrepo-Sanguino,19/7/23,22:29:03,1689794943-16,[Void-Touched Curio],206046,item:206046::::::::70:102::5:3:9409:1485:8767:1:28:2645,Pre-Bis,0,MAGE,"Aberrus, the Shadowed Crucible-Heroic",Scalecommander Sarkareth,15,2569,23,|cffa335ee|Hitem:200318::192925::::::70:102::35:9:6652:8822:7977:8820:7935:8828:8972:1485:8767::::::|h[Crystal Scholar's Cowl]|h|r,|cffa335ee|Hitem:200315:6625:::::::70:102::3:5:7979:6652:8830:1472:8767::::::|h[Crystal Scholar's Tunic]|h|r,3,false,Context Token,,,Lïuzër-Sanguino
Restrepo-Sanguino,28/8/23,22:33:54,1693251234-6,[Attendant's Concocting Cover],202579,item:202579::::::::70:252::6:8:9410:9380:6652:9414:9224:9221:1498:8767,Tier Set,0,MAGE,"Aberrus, the Shadowed Crucible-Mythic",The Amalgamation Chamber,16,2569,20,|cffa335ee|Hitem:202551::::::::70:252::5:7:6652:9414:9229:9409:9334:1498:8767:1:28:2615:::::|h[Underlight Conjurer's Arcanocowl]|h|r,,1,true,Cloth,Head,para hacerlo tier,Nîvla-Zul'jin
Ordeth-Sanguino,8/4/24,22:26:10,1712604370-0,"[Gholak, the Final Conflagration]",207786,item:207786::::::::70:251::5:6:6652:7980:9571:9584:1507:8767,Personal Loot - Non tradeable,nil,DEATHKNIGHT,"Amirdrassil, the Dream's Hope-Heroic",Fyrakk the Blazing,15,2549,15,,,PL,false,One-Handed Axes,One-Hand,,Ordeth-Sanguino
Zapriest-Sanguino,8/6/23,23:20:38,1686255638-28,[Clasps of the Diligent Steward],204393,item:204393::::::::70:258::5:8:6652:9413:9226:9220:9409:9332:1485:8767,Bis,2,PRIEST,"Aberrus, the Shadowed Crucible-Heroic","The Vigilant Steward, Zskarn",15,2569,24,|cffa335ee|Hitem:193724:6574:::::::70:258::16:8:6652:9415:9223:9220:9144:9334:1663:8767:1:28:1279:::::|h[Lily-Laced Bracelets]|h|r,,2,false,Cloth,Wrist,,Prômaniac-Zul'jin
Sweenlymonk-Zul'jin,18/6/23,22:41:53,1687117313-10,[Tassets of Blistering Twilight],202596,item:202596::::::::70:102::3:7:9321:7979:6652:9222:9221:1472:8767,Tier Set,0,MONK,"Aberrus, the Shadowed Crucible-Normal",The Amalgamation Chamber,14,2569,13,|cff0070dd|Hitem:204932::::::::70:102::83:5:6652:9501:9301:1620:8766:1:28:2645:::::|h[Sunless Pants]|h|r,,1,false,Leather,Legs,PAL CATALIST BEBE,Codetuma-Zul'jin
Sweenlymonk-Zul'jin,18/6/23,22:58:14,1687118294-18,[Failed Applicant's Footpads],204391,item:204391::::::::70:102::3:7:6652:9222:9219:9323:7979:1472:8767,Mejora,0,MONK,"Aberrus, the Shadowed Crucible-Normal","The Vigilant Steward, Zskarn",14,2569,13,|cff0070dd|Hitem:204929::::::::70:102::90:5:6652:9501:9301:1620:8766:1:28:2645:::::|h[Sunless Boots]|h|r,,4,false,Leather,Feet,messirve,Codetuma-Zul'jin
Alvîn-Zul'jin,8/5/23,23:14:10,1683576850-0,[Greathelm of Horned Fury],202006,item:202006::::::::70:104::6:7:6652:7935:8823:8820:7981:1498:8767:1:28:2160,Transmog,0,DRUID,Vault of the Incarnates-Mythic,Unknown,16,2522,20,|cffa335ee|Hitem:200354::::::::70:104::35:7:6652:7937:8828:9130:7977:1495:8767::::::|h[Lost Landcaller's Antlers]|h|r,,6,true,Plate,Head,,Choppondeez-Sanguino
Alvîn-Zul'jin,8/5/23,23:31:34,1683577894-5,[Greathelm of Horned Fury],202006,item:202006::::::::70:103::6:7:6652:7937:8823:8820:7981:1498:8767:1:28:2160,Transmog,0,DRUID,Vault of the Incarnates-Mythic,The Primal Council,16,2522,20,|cffa335ee|Hitem:193494::192922::::::70:103::13:8:8836:8840:8902:8960:9405:8846:9365:9436:6:28:2164:38:8:40:313:45:198046:48:190453:50:206024:::::|h[Flaring Cowl |A:Professions-ChatIcon-Quality-Tier5:17:17::1|a]|h|r,,6,true,Plate,Head,,Nakasha-Sanguino
Alvîn-Zul'jin,10/5/23,21:55:16,1683744916-5,[Sanctum Guard's Forgewalkers],204430,item:204430::::::::70:103::3:7:9321:7979:6652:9222:9219:1472:8767:1:28:2645,Transmog,0,DRUID,"Aberrus, the Shadowed Crucible-Normal",Chrono-Lord Deios,14,2569,23,|cffa335ee|Hitem:193398:6613:::::::70:103::13:7:8836:8840:8902:9405:8846:8791:9365:8:28:2164:29:40:30:49:38:8:40:319:45:198046:47:194578:50:190453:::::|h[Life-Bound Boots |A:Professions-ChatIcon-Quality-Tier5:17:17::1|a]|h|r,,6,true,Plate,Feet,,Codetuma-Zul'jin
Alvîn-Zul'jin,10/5/23,23:04:40,1683749080-8,[Warlord's Volcanic Vest],202586,item:202586::::::::70:103::3:7:9321:7979:6652:9222:9221:1472:8767,Offspec,2,DRUID,"Aberrus, the Shadowed Crucible-Normal",Assault of the Zaqali,14,2569,28,|cffa335ee|Hitem:200351:6625:::::::70:103::35:6:6652:8830:9130:7977:1498:8767::::::|h[Lost Landcaller's Robes]|h|r,,5,true,Leather,Chest,,Alvîn-Zul'jin
Alvîn-Zul'jin,11/5/23,22:16:56,1683832616-9,[Plans: Shadowed Impact Buckler],205145,item:205145::::::::70:103::5,Transmog,0,DRUID,"Aberrus, the Shadowed Crucible-Heroic","Kazzara, the Hellforged",15,2569,27,,,6,true,Blacksmithing,,,Alvîn-Zul'jin
Alvîn-Zul'jin,11/5/23,22:51:02,1683834662-15,[Crucible Curator's Wingspan],204411,item:204411::::::::70:103::5:7:9409:9330:6652:9226:9218:1485:8767:1:28:2646,Transmog,0,DRUID,"Aberrus, the Shadowed Crucible-Heroic",Unknown,15,2569,28,|cffa335ee|Hitem:200356::::::::70:103::6:5:7981:6652:8826:1498:8767::::::|h[Lost Landcaller's Mantle]|h|r,,6,true,Cloth,Shoulder,,Bichodeaire-Zul'jin
Alvîn-Zul'jin,11/5/23,23:26:23,1683836783-0,"[Djaruun, Pillar of the Elder Flame]",202569,item:202569::::::::70:103::5:6:6652:9409:9333:8159:1485:8767,Bis,1,DRUID,"Aberrus, the Shadowed Crucible-Heroic","Rashok, the Elder",15,2569,28,"|cffa335ee|Hitem:195483:6643:::::::70:103::6:4:6652:7981:1498:8767::::::|h[Awak'mani, Grimtotem's Legacy]|h|r",,2,true,Polearms,Two-Hand,kjhwkujawhweaiweheahliwale!ª!!!!!!!!!!!!,Alvîn-Zul'jin
Alvîn-Zul'jin,12/5/23,00:04:17,1683839057-5,[Cuffs of the Savage Serpent],204394,item:204394::::::::70:103::5:8:6652:9414:9226:9220:9409:9332:1485:8767,Bis,1,DRUID,"Aberrus, the Shadowed Crucible-Heroic",Magmorax,15,2569,20,|cffa335ee|Hitem:193419:6574:192922::::::70:103::13:9:8836:8840:8902:9405:8846:8174:8791:9365:9436:10:28:2164:29:49:30:32:38:8:40:318:45:198046:46:200652:47:194578:50:190453:52:206024:::::|h[Life-Bound Bindings |A:Professions-ChatIcon-Quality-Tier5:17:17::1|a]|h|r,,2,true,Leather,Wrist,,Alvîn-Zul'jin
Alvîn-Zul'jin,14/5/23,22:35:54,1684092954-2,[Oblivion's Immortal Coil],204399,item:204399::::::::70:102::3:8:6652:9415:9222:9219:9324:7979:1472:8767:1:28:2645,Bis,0,DRUID,Dragon Isles-,Scalecommander Sarkareth,0,2444,0,|cffa335ee|Hitem:134287::192922::::::70:102::35:9:9130:7977:6652:8822:8818:9144:3300:8767:8780::::::|h[Swordsinger's Belt]|h|r,,3,false,Leather,Waist,,Codetuma-Zul'jin
Alvîn-Zul'jin,14/5/23,22:44:29,1684093469-7,[Caminantes de forja de la guardia del sagrario],204430,item:204430::::::::70:254::5:7:9409:9330:6652:9226:9219:1485:8767:1:28:2646,Bis,nil,DRUID,"Aberrus, the Shadowed Crucible-Heroic",Scalecommander Sarkareth,15,2569,23,,,3,true,Plate,Feet,,Gorix-Zul'jin
Alvîn-Zul'jin,25/5/23,00:16:29,1684962989-2,[Infernal Shadelance],202559,item:202559::::::::70:102::5:5:9409:9330:6652:1485:8767,Mejora,0,DRUID,"Aberrus, the Shadowed Crucible-Heroic",Unknown,15,2569,23,"|cffa335ee|Hitem:202569:6643:::::::70:102::5:6:6652:9409:8159:9334:1489:8767::::::|h[Djaruun, Pillar of the Elder Flame]|h|r",,5,false,Polearms,Two-Hand,bogate,Codetuma-Zul'jin
Alvîn-Zul'jin,25/5/23,00:18:28,1684963108-6,[Bloodstench Skinguards],202594,item:202594::::::::70:102::5:8:9409:9330:6652:9415:9226:9220:1485:8767,Mejora,1,DRUID,"Aberrus, the Shadowed Crucible-Heroic",Unknown,15,2569,23,|cffa335ee|Hitem:204394:6574:::::::70:102::5:8:6652:9414:9226:9220:9409:9334:1492:8767::::::|h[Cuffs of the Savage Serpent]|h|r,,5,false,Leather,Wrist,Offspec,Codetuma-Zul'jin
Alvîn-Zul'jin,25/5/23,00:20:44,1684963244-11,[Enduring Dreadplate],202616,item:202616::::::::70:102::5:5:9409:9330:6652:1485:8767,Mejora,0,DRUID,"Aberrus, the Shadowed Crucible-Heroic",Unknown,15,2569,20,|cffa335ee|Hitem:155881::::::::70:102::33:5:6652:9144:9329:3307:8767:1:28:1279:::::|h[Harlan's Loaded Dice]|h|r,|cffa335ee|Hitem:204211::::::::70:102::3:5:6652:9331:7979:1472:8767::::::|h[Neltharion's Call to Suffering]|h|r,5,false,Miscellaneous,Trinket,Offspec,Codetuma-Zul'jin
Alvîn-Zul'jin,25/5/23,00:21:23,1684963283-14,[Mystic Melting Fluid],202628,item:202628::::::::70:102::5:4:9409:9229:1485:8767,Tier Set 4/2,0,DRUID,"Aberrus, the Shadowed Crucible-Heroic",Unknown,15,2569,21,|cffa335ee|Hitem:200354::::::::70:102::35:7:6652:7937:8828:9130:7977:1495:8767::::::|h[Lost Landcaller's Antlers]|h|r,,1,false,Armor Token,,Tier 4,Codetuma-Zul'jin
Alvîn-Zul'jin,25/5/23,00:22:12,1684963332-17,[Mystic Corrupting Fluid],202622,item:202622::::::::70:102::5:4:9409:9227:1485:8767,Tier Set 4/2,0,DRUID,"Aberrus, the Shadowed Crucible-Heroic",Unknown,15,2569,23,|cffa335ee|Hitem:200356::::::::70:102::6:5:7981:6652:8826:1498:8767::::::|h[Lost Landcaller's Mantle]|h|r,,1,false,Armor Token,,Tier 4,Codetuma-Zul'jin
Alvîn-Zul'jin,26/5/23,00:02:32,1685048552-6,[Obsidian Stirring Staff],202563,item:202563::::::::70:102::6:5:9410:9380:6652:1498:8767,Offspec,1,DRUID,"Aberrus, the Shadowed Crucible-Mythic",The Amalgamation Chamber,16,2569,20,"|cffa335ee|Hitem:202569:6643:::::::70:102::5:6:6652:9409:8159:9334:1489:8767::::::|h[Djaruun, Pillar of the Elder Flame]|h|r",,5,false,Staves,Two-Hand,,Codetuma-Zul'jin
Alvîn-Zul'jin,28/5/23,22:52:33,1685303553-0,[Faulds of Failed Experiments],204423,item:204423::::::::70:72::3:8:9321:7979:6652:9415:9222:9219:1472:8767:1:28:2645,Pre-Bis,nil,DRUID,"Aberrus, the Shadowed Crucible-Normal",Magmorax,14,2569,16,,,4,true,Mail,Waist,,Yzzy-Uldum
Alvîn-Zul'jin,28/5/23,23:22:42,1685305362-3,[Beacon to the Beyond],203963,item:203963::::::::70:105::3:5:6652:9324:7979:1472:8767:1:28:2645,Bis,0,DRUID,Vault of the Incarnates-Mythic,Unknown,16,2522,20,|cffa335ee|Hitem:155881::::::::70:105::33:5:6652:9144:9329:3307:8767:1:28:1279:::::|h[Harlan's Loaded Dice]|h|r,|cffa335ee|Hitem:204211::::::::70:105::3:5:6652:7979:9334:1482:8767::::::|h[Neltharion's Call to Suffering]|h|r,2,false,Miscellaneous,Trinket,BISAKOOOOOOOOOOO!,Codetuma-Zul'jin
Alvîn-Zul'jin,29/5/23,22:31:38,1685388698-2,[Flamebound Huntsman's Footpads],202574,item:202574::::::::70:105::6:7:9410:9380:6652:9224:9219:1498:8767,Offspec,0,DRUID,"Aberrus, the Shadowed Crucible-Mythic",Assault of the Zaqali,16,2569,20,|cffa335ee|Hitem:193451:6613:::::::70:105::13:7:8836:8840:8902:8960:9405:9376:9366:5:28:2164:38:8:40:376:45:204697:48:204440:::::|h[Slimy Expulsion Boots |A:Professions-ChatIcon-Quality-Tier5:17:17::1|a]|h|r,,5,false,Leather,Feet,,Codetuma-Zul'jin
Alvîn-Zul'jin,29/5/23,22:38:45,1685389125-5,[Laboratory Assistant's Abductors],204416,item:204416::::::::70:105::6:7:9410:9380:6652:9224:9218:1498:8767:1:28:2647,Offspec,0,DRUID,"Aberrus, the Shadowed Crucible-Mythic",The Forgotten Experiments,16,2569,20,|cffa335ee|Hitem:202516::::::::70:105::5:6:6652:9230:9409:9334:1492:8767:1:28:2615:::::|h[Handguards of the Autumn Blaze]|h|r,,5,false,Leather,Hands,,Alvîn-Zul'jin
Alvîn-Zul'jin,31/5/23,22:13:41,1685560421-4,[Coraza de señora de filos hendida],204422,item:204422::::::::70:72::5:7:9409:9330:6652:9226:9221:1485:8767:1:28:2646,Pre-Bis,nil,DRUID,"Aberrus, the Shadowed Crucible-Heroic","Kazzara, the Hellforged",15,2569,25,,,4,true,Mail,Chest,,Chakaal-Sanguino
Alvîn-Zul'jin,31/5/23,22:13:44,1685560424-5,[Laboratory Assistant's Abductors],204414,item:204414::::::::70:255::5:7:9409:9330:6652:9226:9218:1485:8767:1:28:2646,Pre-Bis,nil,DRUID,"Aberrus, the Shadowed Crucible-Heroic","Kazzara, the Hellforged",15,2569,25,,,4,true,Leather,Hands,,Esnâiper-Sanguino
Alvîn-Zul'jin,31/5/23,22:22:55,1685560975-11,[Braciles de propósito purificado],204410,item:204410::::::::70:264::5:8:9409:9330:41:9415:9226:9220:1485:8767:1:28:2646,Pre-Bis,nil,DRUID,"Aberrus, the Shadowed Crucible-Heroic","Rashok, the Elder",15,2569,27,,,4,true,Cloth,Wrist,,Healor-Zul'jin
Alvîn-Zul'jin,31/5/23,22:23:26,1685561006-13,[Elemental Codex of Ultimate Power],201740,item:201740::::::::70:102::5,Pass,0,DRUID,"Aberrus, the Shadowed Crucible-Heroic",Assault of the Zaqali,15,2569,27,,,PASS,false,Alchemy,,,Codetuma-Zul'jin
Alvîn-Zul'jin,31/5/23,22:32:16,1685561536-20,[Sundered Edgelord's Breastplate],204422,item:204422::::::::70:255::5:7:9409:9330:6652:9226:9221:1485:8767:1:28:2646,Pre-Bis,nil,DRUID,"Aberrus, the Shadowed Crucible-Heroic","Rashok, the Elder",15,2569,27,,,4,true,Mail,Chest,,Esnâiper-Sanguino
Alvîn-Zul'jin,31/5/23,22:56:52,1685563012-5,[Ominous Chromatic Essence],203729,item:203729::::::::70:102::5:5:9409:9331:6652:1485:8767,Bis,0,DRUID,"Aberrus, the Shadowed Crucible-Heroic",The Forgotten Experiments,15,2569,27,|cffa335ee|Hitem:155881::::::::70:102::33:5:6652:9144:9329:3307:8767:1:28:1279:::::|h[Harlan's Loaded Dice]|h|r,|cffa335ee|Hitem:203963::::::::70:102::3:5:6652:7979:9329:1485:8767:1:28:2645:::::|h[Beacon to the Beyond]|h|r,2,false,Miscellaneous,Trinket,,Codetuma-Zul'jin
Alvîn-Zul'jin,31/5/23,23:25:04,1685564704-22,[Pattern: Shadowflame-Tempered Armor Patch],204968,item:204968::::::::70:102::5,Bis,0,DRUID,"Aberrus, the Shadowed Crucible-Heroic",Echo of Neltharion,15,2569,27,,,2,false,Leatherworking,,,Codetuma-Zul'jin
Alvîn-Zul'jin,1/6/23,22:12:35,1685646755-2,[Oblivion's Immortal Coil],204399,item:204399::::::::70:102::5:8:6652:9413:9226:9219:9409:9333:1485:8767:1:28:2645,Bis,1,DRUID,Zaralek Cavern-,Scalecommander Sarkareth,0,2454,0,|cffa335ee|Hitem:204399::::::::70:102::3:8:6652:9415:9222:9219:7979:9329:1485:8767:1:28:2645:::::|h[Oblivion's Immortal Coil]|h|r,,2,false,Leather,Waist,,Codetuma-Zul'jin
Alvîn-Zul'jin,4/6/23,22:38:40,1685907520-6,[Elder's Volcanic Binding],202655,item:202655::::::::70:104::3:8:6652:9415:9222:9219:7979:9322:1472:8767,Transmog,0,DRUID,"Aberrus, the Shadowed Crucible-Normal","Rashok, the Elder",14,2569,12,|cffa335ee|Hitem:193744::::::::70:104::16:8:6652:9415:9223:9219:9144:9334:1663:8767:1:28:1279:::::|h[Watcher's Clasp of Purpose]|h|r,,6,true,Leather,Waist,,Alvîn-Zul'jin
Alvîn-Zul'jin,4/6/23,22:49:28,1685908168-11,[Faulds of Failed Experiments],204423,item:204423::::::::70:104::3:8:9321:7979:6652:9414:9222:9219:1472:8767:1:28:2645,Transmog,0,DRUID,"Aberrus, the Shadowed Crucible-Normal",The Amalgamation Chamber,14,2569,12,|cffa335ee|Hitem:193744::::::::70:104::16:8:6652:9415:9223:9219:9144:9334:1663:8767:1:28:1279:::::|h[Watcher's Clasp of Purpose]|h|r,,6,true,Mail,Waist,,Prômaniac-Zul'jin
Alvîn-Zul'jin,4/6/23,22:54:00,1685908440-12,[Mystic Mixing Fluid],202625,item:202625::::::::70:104::3:4:9230:7979:1472:8767,Tier Set,0,DRUID,"Aberrus, the Shadowed Crucible-Normal",The Forgotten Experiments,14,2569,12,|cffa335ee|Hitem:202516::::::::70:104::5:6:6652:9230:9409:9334:1492:8767:1:28:2615:::::|h[Handguards of the Autumn Blaze]|h|r,,1,true,Armor Token,,,Alvîn-Zul'jin
Alvîn-Zul'jin,4/6/23,22:54:05,1685908445-13,[Mystic Mixing Fluid],202625,item:202625::::::::70:104::3:4:9230:7979:1472:8767,Tier Set,0,DRUID,"Aberrus, the Shadowed Crucible-Normal",The Forgotten Experiments,14,2569,12,|cffa335ee|Hitem:202516::::::::70:104::5:6:6652:9230:9409:9334:1492:8767:1:28:2615:::::|h[Handguards of the Autumn Blaze]|h|r,,1,true,Armor Token,,,Alvîn-Zul'jin
Alvîn-Zul'jin,4/6/23,23:13:16,1685909596-6,[Crucible Curator's Wingspan],204411,item:204411::::::::70:103::3:7:9321:7979:6652:9222:9218:1472:8767:1:28:2645,Transmog,0,DRUID,"Aberrus, the Shadowed Crucible-Normal",Magmorax,14,2569,12,|cffa335ee|Hitem:202513::::::::70:103::5:6:6652:9227:9409:9334:1498:8767:1:28:1040:::::|h[Mantle of the Autumn Blaze]|h|r,,6,true,Cloth,Shoulder,,Darrkrayo-Sanguino
Alvîn-Zul'jin,4/6/23,23:44:02,1685911442-1,"[Erethos, the Empty Promise]",202565,item:202565::::::::70:104::3:5:6652:9324:7979:1472:8767:1:28:2645,Offspec,0,DRUID,"Aberrus, the Shadowed Crucible-Normal",Scalecommander Sarkareth,14,2569,10,|cffa335ee|Hitem:202563:6643:::::::70:104::6:5:9410:9380:6652:1498:8767::::::|h[Obsidian Stirring Staff]|h|r,,5,true,Staves,Two-Hand,,Alvîn-Zul'jin
Alvîn-Zul'jin,9/7/23,22:14:39,1688930079-3,[Devoted Warden's Gaze],204429,item:204429::::::::70:102::5:8:9409:9330:6652:9414:9226:9221:1485:8767:1:28:2646,Pre-Bis,nil,DRUID,"Aberrus, the Shadowed Crucible-Heroic","Kazzara, the Hellforged",15,2569,15,,,4,true,Plate,Head,,Codetuma-Zul'jin
Alvîn-Zul'jin,9/7/23,22:26:23,1688930783-6,[Pattern: Blue Dragon Soles],194260,item:194260::::::::70:102::5,Pass,0,DRUID,"Aberrus, the Shadowed Crucible-Heroic",Assault of the Zaqali,15,2569,17,,,PASS,false,Tailoring,,,Codetuma-Zul'jin
Alvîn-Zul'jin,9/7/23,22:33:11,1688931191-12,[Mystic Cooling Fluid],202635,item:202635::::::::70:102::5:4:9409:9228:1485:8767,Pass,0,DRUID,"Aberrus, the Shadowed Crucible-Heroic","Rashok, the Elder",15,2569,16,|cffa335ee|Hitem:193408:6490:::::::70:102::13:9:8836:8840:8902:9405:9376:8797:8960:8791:9366:9:28:2164:29:32:30:36:38:8:40:323:45:204697:46:193555:47:194578:50:204440:::::|h[Life-Bound Trousers |A:Professions-ChatIcon-Quality-Tier5:17:17::1|a]|h|r,,PASS,false,Armor Token,,,Codetuma-Zul'jin
Alvîn-Zul'jin,9/7/23,22:36:56,1688931416-0,[Sanctum Guard's Forgewalkers],204430,item:204430::::::::70:263::5:7:9409:9330:6652:9226:9219:1485:8767:1:28:2646,Pre-Bis,nil,DRUID,"Aberrus, the Shadowed Crucible-Heroic",Unknown,15,2569,17,,,4,true,Plate,Feet,,Davidshaman-Zul'jin
Alvîn-Zul'jin,19/7/23,22:06:25,1689793585-5,[Faulds of Failed Experiments],204423,item:204423::::::::70:263::5:8:9409:9330:6652:9414:9226:9219:1485:8767:1:28:2646,Pre-Bis,nil,DRUID,"Aberrus, the Shadowed Crucible-Heroic","Kazzara, the Hellforged",15,2569,24,,,4,true,Mail,Waist,,Davidshaman-Zul'jin
Alvîn-Zul'jin,19/7/23,22:06:32,1689793592-6,[Alas de conservador del Crisol],204411,item:204411::::::::70:258::5:7:9409:9330:6652:9226:9218:1485:8767:1:28:2646,Pre-Bis,nil,DRUID,"Aberrus, the Shadowed Crucible-Heroic","Kazzara, the Hellforged",15,2569,24,,,4,true,Cloth,Shoulder,,Ihateshadows-Zul'jin
Alvîn-Zul'jin,19/7/23,22:48:36,1689796116-22,[Enduring Dreadplate],202616,item:202616::::::::70:102::6:5:9410:9380:42:1498:8767,Offspec,0,DRUID,"Aberrus, the Shadowed Crucible-Mythic","Kazzara, the Hellforged",16,2569,20,|cffa335ee|Hitem:203729::::::::70:102::5:5:9409:6652:9334:1495:8767::::::|h[Ominous Chromatic Essence]|h|r,|cffa335ee|Hitem:203963::::::::70:102::5:5:6652:9409:9334:1489:8767:1:28:2474:::::|h[Beacon to the Beyond]|h|r,5,false,Miscellaneous,Trinket,,Codetuma-Zul'jin
Alvîn-Zul'jin,25/10/23,21:53:56,1698260036-0,[Sanctum Guard's Forgewalkers],204430,item:204430::::::::70:261::6:7:9410:9380:6652:9224:9219:1498:8767:1:28:2647,Pre-Bis,nil,DRUID,"Aberrus, the Shadowed Crucible-Mythic",Unknown,16,2569,20,,,4,true,Plate,Feet,,Harrison-Zul'jin
Alvîn-Zul'jin,20/11/23,22:41:14,1700512874-0,[Feather of the Smoke Red Moon],211280,item:211280::::::::70:103,Personal Loot - Non tradeable,nil,DRUID,"Amirdrassil, the Dream's Hope-Heroic","Tindral Sageswift, Seer of the Flame",15,2549,26,,,PL,false,Druid,,,Alvîn-Zul'jin
Alvîn-Zul'jin,22/11/23,22:28:42,1700684922-0,[Scythe of the Fallen Keeper],207792,item:207792::::::::70:102::3:5:6652:7979:9562:1491:8767,Pre-Bis,2,DRUID,"Amirdrassil, the Dream's Hope-Normal","Larodar, Keeper of the Flame",14,2549,27,"|cffa335ee|Hitem:202569:6643:::::::70:102::5:6:6652:9409:8159:9334:1489:8767::::::|h[Djaruun, Pillar of the Elder Flame]|h|r",,3,false,Polearms,Two-Hand,"Mejora ilvl, no es bis",Codetuma-Zul'jin
Alvîn-Zul'jin,22/11/23,22:55:13,1700686513-16,[Mantle of Blazing Sacrifice],207161,item:207161::::::::70:102::3:6:6652:9505:7979:9562:1491:8767,Bis,0,DRUID,"Amirdrassil, the Dream's Hope-Normal",Smolderon,14,2549,29,|cffa335ee|Hitem:155884:6598:::::::70:102::35:7:9382:6652:9223:9220:9144:3317:8767::::::|h[Parrotfeather Cloak]|h|r,,2,false,Cloth,Back,,Codetuma-Zul'jin
Alvîn-Zul'jin,22/11/23,23:06:12,1700687172-2,[Eye of the Rising Flame],207163,item:207163::::::::70:102::3:7:6652:8784:10244:7979:9563:1494:8767,Bis,1,DRUID,"Amirdrassil, the Dream's Hope-Normal",Unknown,14,2549,29,|cffa335ee|Hitem:210379::192958:192958:192958::::70:102::54:6:6652:9477:8782:9557:1488:8767:1:28:2699:::::|h[Cold Crisp Collar]|h|r,,2,false,Miscellaneous,Neck,,Codetuma-Zul'jin
Alvîn-Zul'jin,22/11/23,23:42:49,1700689369-28,[Bloody Dragonhide Belt],207131,item:207131::::::::70:102::5:7:6652:9600:9508:7980:9568:1498:8767,Mejora,1,DRUID,"Amirdrassil, the Dream's Hope-Heroic",Igira the Cruel,15,2549,29,|cffa335ee|Hitem:208432:6904:::::::70:102::3:7:6652:9600:9505:7979:9563:1494:8767:1:28:2609:::::|h[Vengeful Bladebeak Girdle]|h|r,,4,false,Leather,Waist,,Codetuma-Zul'jin
Alvîn-Zul'jin,29/11/23,22:22:53,1701289373-2,[Cordón dentudo susurrante],208430,item:208430::::::::70:104::5:7:6652:9600:9508:7980:9569:1501:8767:1:28:2610,Bis,nil,DRUID,"Amirdrassil, the Dream's Hope-Heroic",Volcoross,15,2549,30,,,3,true,Cloth,Waist,,Entelequïa-Zul'jin
