"player","date","time","id","item","itemID","itemString","response","votes","playerClass","instance","boss","difficultyID","mapID","groupSize","gear1","gear2","responseID","isAwardReason","note","owner","typeCode","tierToken"
"Nîvla-Zul'jin","2024/04/08","22:26:56","1712604416-2","Gholak, the Final Conflagration","207786","item:207786::::::::70:63::5:6:41:7980:9571:9584:1507:8767::::::","Pre-Bis","0","DEATHKNIGHT","Amirdrassil, the Dream's Hope-Heroic","Fyrakk the Blazing","15","2549","11","Arctic Warden's Greatsword","","3","false","","Magobiao-Zul'jin","default",""
"Nîvla-Zul'jin","2024/04/08","22:27:19","1712604439-4","Flame-Warped Curio","210947","item:210947::::::::70:63::5:3:7980:1507:8767::::::","Bis","0","DEATHKNIGHT","Amirdrassil, the Dream's Hope-Heroic","Fyrakk the Blazing","15","2549","11","Lingering Phantom's Dreadhorns","Carapace of the Unbending Flame","2","false","","Magobiao-Zul'jin","default",""
"Nîvla-Zul'jin","2024/09/11","22:43:38","1726083818-29","Black Blood Injectors","212418","item:212418::::::::80:269::3:6:6652:10376:10354:10271:1504:10255:1:28:2462:::::","Bis","1","DEATHKNIGHT","Nerub-ar Palace-Normal","Broodtwister Ovi'nax","14","2657","24","Fists of Hidden Stars","","2","false","Stats Y Catalizar","Liendresempa-Zul'jin","default",""
"Nîvla-Zul'jin","2024/09/12","00:08:15","1726088895-46","Web-Wrapped Curio","225634","item:225634::::::::80:269::3:3:10354:1507:10255::::::","Tier Set","0","DEATHKNIGHT","Nerub-ar Palace-Normal","Queen Ansurek","14","2657","18","Slag Accruing Mask","Secret-Dredger's Breastplate","1","false","Tier :)","Liendresempa-Zul'jin","default",""
"Nîvla-Zul'jin","2024/09/12","23:04:01","1726171441-16","Pattern: Adrenal Surge Clasp","223097","item:223097::::::::80:269::5:::::::","Bis","1","DEATHKNIGHT","Nerub-ar Palace-Heroic","Sikran, Captain of the Sureki","15","2657","24","","","2","false","","Liendresempa-Zul'jin","default",""
"Nîvla-Zul'jin","2024/09/18","22:03:24","1726686204-17","Duelist's Dancing Steel","212392","item:212392::::::::80:269::3:5:6652:10354:10272:1501:10255:1:28:2462:::::","Mejora","0","DEATHKNIGHT","Nerub-ar Palace-Normal","Sikran, Captain of the Sureki","14","2657","27","Wild Hammer","","4","false","Mejora en frost","Liendresempa-Zul'jin","default",""
"Nîvla-Zul'jin","2024/09/18","22:03:48","1726686228-19","Visor of the Ascended Captain","212427","item:212427::::::::80:269::3:7:6652:10877:10376:10354:10272:1501:10255:1:28:2462:::::","Mejora","0","DEATHKNIGHT","Nerub-ar Palace-Normal","Sikran, Captain of the Sureki","14","2657","27","Wrathbark Greathelm","","4","false","MEJORA FROST","Liendresempa-Zul'jin","default",""
"Nîvla-Zul'jin","2024/09/18","22:10:09","1726686609-22","Zenith Obscenity's Idol","225633","item:225633::::::::80:252::68:4:10369:11215:1488:10255:1:28:2723:::::","Personal Loot - Non tradeable","0","DEATHKNIGHT","Nerub-ar Palace-Normal","Rasha'nan","14","2657","27","","","PL","false","","Nîvla-Zul'jin","","true"
"Nîvla-Zul'jin","2024/09/18","22:22:25","1726687345-37","Writhing Ringworm","225576","item:225576::::::::80:269::3:7:6652:10394:10392:10354:10271:1504:10255:1:28:2462:::::","Bis","3","DEATHKNIGHT","Nerub-ar Palace-Normal","Broodtwister Ovi'nax","14","2657","28","85-Year Tenure Ring","Fuzzy Molding Halo","2","false","Esto si es omegabis","Liendresempa-Zul'jin","default",""
"Nîvla-Zul'jin","2024/09/18","22:48:25","1726688905-54","Ansurek's Final Judgment","212401","item:212401::::::::80:269::3:5:6652:10354:10270:1507:10255:1:28:2462:::::","Bis","0","DEATHKNIGHT","Nerub-ar Palace-Normal","Queen Ansurek","14","2657","10","Wild Hammer","","2","false","arma bis frost","Liendresempa-Zul'jin","default",""
"Nîvla-Zul'jin","2024/09/18","23:32:49","1726691569-77","Duelist's Dancing Steel","212392","item:212392::::::::80:269::5:5:6652:10355:10264:1514:10255:1:28:2462:::::","Mejora","2","DEATHKNIGHT","Nerub-ar Palace-Heroic","Sikran, Captain of the Sureki","15","2657","28","Wild Hammer","","4","false","Mejora de la normal, para frost","Liendresempa-Zul'jin","default",""
"Nîvla-Zul'jin","2024/09/19","22:17:41","1726773461-4","Design: Magnificent Jeweler's Setting","223094","item:223094::::::::80:577::5:::::::","Tier Set","0","DEATHKNIGHT","Nerub-ar Palace-Heroic","The Silken Court","15","2657","26","","","1","false","Esto damelo, que ya me encargo yo de dejarla para guild","Lasttime-Uldum","default",""
"Nîvla-Zul'jin","2024/09/25","22:33:59","1727292839-13","Dreadful Stalwart's Emblem","225618","item:225618::::::::80:269::5:4:10372:10355:1514:10255::::::","Tier Set","2","DEATHKNIGHT","Nerub-ar Palace-Heroic","Sikran, Captain of the Sureki","15","2657","27","Exhumed Centurion's Gauntlets","","1","false","Upgrade Normal","Liendresempa-Zul'jin","default","true"
"Nîvla-Zul'jin","2024/09/25","22:54:04","1727294044-26","Ovi'nax's Mercurial Egg","220305","item:220305::::::::80:251::69:5:6652:10271:11215:1504:10255:1:28:2462:::::","Personal Loot - Non tradeable","0","DEATHKNIGHT","Nerub-ar Palace-Heroic","Broodtwister Ovi'nax","15","2657","27","","","PL","false","","Nîvla-Zul'jin","",""
"Nîvla-Zul'jin","2024/09/25","22:55:52","1727294152-30","Recipe: Sticky Sweet Treat","226190","item:226190::::::::80:269::5:::::::","Tier Set","0","DEATHKNIGHT","Nerub-ar Palace-Heroic","Broodtwister Ovi'nax","15","2657","27","","","1","false","PA MI!","Liendresempa-Zul'jin","default",""
"Nîvla-Zul'jin","2024/10/02","22:27:27","1727897247-14","Visor of the Ascended Captain","212427","item:212427::::::::80:269::5:7:6652:10876:10379:10355:10264:1514:10255:1:28:2462:::::","Pre-Bis","2","DEATHKNIGHT","Nerub-ar Palace-Heroic","Sikran, Captain of the Sureki","15","2657","29","Wrathbark Greathelm","","3","false","FROST","Liendresempa-Zul'jin","default",""
"Nîvla-Zul'jin","2024/10/02","23:07:00","1727899620-35","Black Blood Injectors","212418","item:212418::::::::80:269::5:6:6652:10379:10355:10263:1517:10255:1:28:2462:::::","Mejora","1","DEATHKNIGHT","Nerub-ar Palace-Heroic","Broodtwister Ovi'nax","15","2657","30","Exhumed Centurion's Gauntlets","","4","false","Upgrade Free","Liendresempa-Zul'jin","default",""
"Nîvla-Zul'jin","2024/10/02","23:14:36","1727900076-39","Plans: Siphoning Stiletto","223048","item:223048::::::::80:269::5::1:28:2723:::::","Tier Set","0","DEATHKNIGHT","Nerub-ar Palace-Heroic","Nexus-Princess Ky'veza","15","2657","30","","","1","false","Tengo Herreria, Liuzer Tambien...y uno mas creo","Liendresempa-Zul'jin","default",""
"Nîvla-Zul'jin","2024/10/03","22:17:02","1727983022-1","Web-Wrapped Curio","225634","item:225634::::::::80:269::5:3:10355:1520:10255::::::","Tier Set","0","DEATHKNIGHT","Nerub-ar Palace-Heroic","Queen Ansurek","15","2657","10","Wrathbark Greathelm","Exhumed Centurion's Breastplate","1","false","Mejora Pechera Normal","Liendresempa-Zul'jin","default",""
"Nîvla-Zul'jin","2024/10/09","23:39:33","1728506373-11","Dreadful Obscenity's Idol","225630","item:225630::::::::80:269::6:4:10369:10356:1527:10255::::::","Tier Set","0","DEATHKNIGHT","Nerub-ar Palace-Mythic","Rasha'nan","16","2657","20","Exhumed Centurion's Spikes","","1","false","Upgrade HC a MM","Liendresempa-Zul'jin","default","true"
"Nîvla-Zul'jin","2024/10/23","23:14:11","1729714451-1","Cosmic-Tinged Treads","212416","item:212416::::::::80:577::6:6:6652:10380:10356:10259:1527:10255:1:28:2462:::::","Autopass","0","DEATHKNIGHT","Nerub-ar Palace-Mythic","Unknown","16","2657","20","Boots of the Black Bulwark","","AUTOPASS","false","","Lasttime-Uldum","default",""
"Nîvla-Zul'jin","2024/10/23","23:14:57","1729714497-5","Dreadful Stalwart's Emblem","225618","item:225618::::::::80:577::6:4:10372:10356:1527:10255::::::","Tier Set","2","DEATHKNIGHT","Nerub-ar Palace-Mythic","Unknown","16","2657","20","Exhumed Centurion's Gauntlets","","1","false","Mejora ilvl","Lasttime-Uldum","default","true"
"Nîvla-Zul'jin","2024/12/11","22:12:53","1733947973-2","Bile-Soaked Harness","212419","item:212419::::::::80:262::6:6:6652:10380:10356:10260:1524:10255:1:28:2462:::::","Autopass","0","DEATHKNIGHT","Nerub-ar Palace-Mythic","Ulgrax the Devourer","16","2657","20","Exhumed Centurion's Breastplate","","AUTOPASS","false","","Elcoka-Sanguino","default",""
"Nîvla-Zul'jin","2024/12/11","22:36:51","1733949411-11","Dreadful Stalwart's Emblem","225618","item:225618::::::::80:262::6:4:10372:10356:1527:10255::::::","Tierset","0","DEATHKNIGHT","Nerub-ar Palace-Mythic","Sikran, Captain of the Sureki","16","2657","20","Exhumed Centurion's Gauntlets","","1","false","3º stat","Elcoka-Sanguino","default","true"
"Nîvla-Zul'jin","2024/12/11","22:38:03","1733949483-13","Visor of the Ascended Captain","212427","item:212427::::::::80:262::6:7:6652:10876:10380:10356:10259:1527:10255:1:28:2462:::::","Offspec","1","DEATHKNIGHT","Nerub-ar Palace-Mythic","Sikran, Captain of the Sureki","16","2657","20","Wrathbark Greathelm","","5","false","","Elcoka-Sanguino","default",""
"Nîvla-Zul'jin","2024/12/11","23:11:02","1733951462-17","Skyterror's Corrosive Organ","212453","item:212453::::::::80:264::6:5:6652:10356:10259:1527:10255:1:28:2462:::::","Offspec","1","DEATHKNIGHT","Nerub-ar Palace-Mythic","Rasha'nan","16","2657","20","Mark of Khardros","Ara-Kara Sacbrood","5","false","","Elcoka-Sanguino","default",""
"Nîvla-Zul'jin","2024/12/18","22:17:23","1734553043-3","Seasoned Earthen Boulderplates","212424","item:212424::::::::80:269::6:6:6652:10380:10356:10260:1524:10255:1:28:2462:::::","Pass","0","DEATHKNIGHT","Nerub-ar Palace-Mythic","Ulgrax the Devourer","16","2657","20","Exhumed Centurion's Spikes","","PASS","false","","Liendresempa-Zul'jin","default",""
"Nîvla-Zul'jin","2025/02/04","23:32:44","1738704764-0","Ansurek's Final Judgment","212401","item:212401::::::::80:269::6:5:6652:10356:10257:1533:10255:1:28:2462:::::","Bis","0","DEATHKNIGHT","Nerub-ar Palace-Mythic","Queen Ansurek","16","2657","20","Charged Claymore |A:Professions-ChatIcon-Quality-Tier5:17:17::1|a","","2","false","BIS FROSTY","Liendresempa-Zul'jin","default",""
"Nîvla-Zul'jin","2025/02/05","22:15:40","1738786540-13","Dreadful Conniver's Badge","225622","item:225622::::::::80:268::6:4:10371:10356:1533:10255::::::","Tier Set","1","DEATHKNIGHT","Nerub-ar Palace-Mythic","The Silken Court","16","2657","20","Everforged Helm |A:Professions-ChatIcon-Quality-Tier5:17:17::1|a","","1","false","Por tener la pieza, que creo que es mejor que el que llevo ilvl.","Liendresempa-Zul'jin","default","true"
"Nîvla-Zul'jin","2025/02/05","22:15:51","1738786551-14","Shattershell Greaves","212443","item:212443::::::::80:268::6:6:6652:10380:10356:10257:1533:10255:1:28:2462:::::","Offspec","0","DEATHKNIGHT","Nerub-ar Palace-Mythic","The Silken Court","16","2657","20","Boots of the Black Bulwark","","5","false","","Liendresempa-Zul'jin","default",""
"Nîvla-Zul'jin","2025/02/05","22:15:59","1738786559-16","Anub'arash's Colossal Mandible","212407","item:212407::::::::80:268::6:5:43:10356:10257:1533:10255:1:28:2462:::::","Offspec","0","DEATHKNIGHT","Nerub-ar Palace-Mythic","The Silken Court","16","2657","20","Ansurek's Final Judgment","Charged Slicer |A:Professions-ChatIcon-Quality-Tier5:17:17::1|a","5","false","","Liendresempa-Zul'jin","default",""
"Nîvla-Zul'jin","2025/02/20","22:48:04","1740084484-0","Devoted Offering's Irons","225587","item:225587::::::::80:262::6:7:6652:10876:10380:10356:10257:1533:10255:1:28:2462:::::","Bis","0","DEATHKNIGHT","Nerub-ar Palace-Mythic","Queen Ansurek","16","2657","20","Everforged Vambraces |A:Professions-ChatIcon-Quality-Tier5:17:17::1|a","","2","false","bis frost","Elcoka-Sanguino","default",""
"Nîvla-Zul'jin","2025/03/06","22:11:00","1741295493-6","Revved-Up Vambraces","228868","item:228868::::::::80:262::3:7:6652:12176:11966:10354:11977:1485:10255:1:28:2462:::::","Mejora","0","DEATHKNIGHT","Liberation of Undermine-Normal","Vexie and the Geargrinders","14","2769","25","Everforged Vambraces |A:Professions-ChatIcon-Quality-Tier5:17:17::1|a","","4","false","frost","Elcoka-Sanguino","default",""
"Nîvla-Zul'jin","2025/03/06","23:40:00","1741300838-54","Capital Punisher","228891","item:228891::::::::80:262::3:6:6652:10354:11980:12061:1494:10255:1:28:2462:::::","Mejora","1","DEATHKNIGHT","Liberation of Undermine-Normal","Chrome King Gallywix","14","2769","19","Charged Claymore |A:Professions-ChatIcon-Quality-Tier5:17:17::1|a","","4","false","unholy","Elcoka-Sanguino","default",""
"Nîvla-Zul'jin","2025/03/09","22:53:00","1741557180-14","Revved-Up Vambraces","228868","item:228868::::::::80:252::69:7:6652:12176:11964:11977:11215:1485:10255:1:28:2462:::::","Personal Loot - Non tradeable","0","DEATHKNIGHT","Liberation of Undermine-Heroic","Rik Reverb","15","2769","25","","","PL","false","","Nîvla-Zul'jin","",""
"Nîvla-Zul'jin","2025/03/09","22:55:00","1741557316-17","Dreadful Polished Gallybux","228815","item:228815::::::::80:262::5:4:11962:10355:1501:10255::::::","Tierset","3","DEATHKNIGHT","Liberation of Undermine-Heroic","Rik Reverb","15","2769","26","Exhumed Centurion's Spikes","","1","false","hago 2 piezas con ese + el cata + la de 2k","Elcoka-Sanguino","default","true"
"Nîvla-Zul'jin","2025/03/10","00:05:00","1741561494-23","Dumpster Diver","228903","item:228903::::::::80:262::5:5:6652:10355:11987:1504:10255:1:28:2462:::::","Mejora","2","DEATHKNIGHT","Liberation of Undermine-Heroic","Stix Bunkjunker","15","2769","19","Capital Punisher","","4","false","mejora gratis de ilvl a la actual","Elcoka-Sanguino","default",""
"Nîvla-Zul'jin","2025/03/12","22:12:00","1741814022-16","Mystic Polished Gallybux","228816","item:228816::::::::80:252::68:4:11962:11215:1475:10255:1:28:2979:::::","Personal Loot - Non tradeable","0","DEATHKNIGHT","Liberation of Undermine-Normal","Rik Reverb","14","2769","26","","","PL","false","","Nîvla-Zul'jin","","true"
"Nîvla-Zul'jin","2025/03/12","22:15:00","1741814207-20","Rik's Walkin' Boots","228874","item:228874::::::::80:262::3:6:6652:11966:10354:11978:1488:10255:1:28:2462:::::","Pre-Bis","1","DEATHKNIGHT","Liberation of Undermine-Normal","Rik Reverb","14","2769","26","Hops-Laden Greatboots","","3","false","el bis son botas catalizadas, esas son muy buenas por stats","Elcoka-Sanguino","default",""
"Nîvla-Zul'jin","2025/03/12","22:45:00","1741815898-36","Dreadful Gilded Gallybux","228807","item:228807::::::::80:262::3:4:11960:10354:1491:10255:1:28:2979:::::","Tierset","2","DEATHKNIGHT","Liberation of Undermine-Normal","One-Armed Bandit","14","2769","27","Visor of the Ascended Captain","","1","false","hago 4 piezas si cojo el chest del vault, rompo piernas","Elcoka-Sanguino","default","true"
"Nîvla-Zul'jin","2025/03/12","23:03:00","1741817001-47","Golden Handshakers","228872","item:228872::::::::80:252::68:6:6652:11964:11972:11215:1481:10255:1:28:2462:::::","Personal Loot - Non tradeable","0","DEATHKNIGHT","Liberation of Undermine-Normal","Chrome King Gallywix","14","2769","27","","","PL","false","","Nîvla-Zul'jin","",""
"Nîvla-Zul'jin","2025/03/12","23:13:00","1741817594-56","Formula: Enchant Weapon - Authority of the Depths","223144","item:223144::::::::80:262::3:::::::","Tierset","0","DEATHKNIGHT","Undermine-","Chrome King Gallywix","0","2706","0","","","1","false","a","Elcoka-Sanguino","default",""
"Nîvla-Zul'jin","2025/03/12","23:39:00","1741819173-70","Torq's Big Red Button","230190","item:230190::::::::80:262::5:5:6652:10355:11986:1501:10255:1:28:2462:::::","Offspec","1","DEATHKNIGHT","Liberation of Undermine-Heroic","Cauldron of Carnage","15","2769","27","Treacherous Transmitter","Ara-Kara Sacbrood","5","false","upgrade ilvl gratis, si nadie lo quiere","Elcoka-Sanguino","default",""
"Nîvla-Zul'jin","2025/03/12","23:41:00","1741819252-72","Dreadful Bloody Gallybux","228803","item:228803::::::::80:262::5:4:11959:10355:1501:10255::::::","Tierset","1","DEATHKNIGHT","Liberation of Undermine-Heroic","Cauldron of Carnage","15","2769","27","Cauldron Champion's Fistguards","","1","false","upgrade ilvl","Elcoka-Sanguino","default","true"
"Nîvla-Zul'jin","2025/03/13","22:22:00","1741900973-5","Pattern: Adrenal Surge Clasp","223097","item:223097::::::::80:262::5:::::::","Offspec","0","DEATHKNIGHT","Liberation of Undermine-Heroic","Sprocketmonger Lockenstock","15","2769","25","","","5","false","a","Elcoka-Sanguino","default",""
"Nîvla-Zul'jin","2025/03/13","23:22:00","1741904555-18","Dubious Table-Runners","228883","item:228883::::::::80:262::5:6:6652:11967:10355:11987:1504:10255:1:28:2462:::::","Autopass","0","DEATHKNIGHT","Liberation of Undermine-Heroic","One-Armed Bandit","15","2769","26","Rik's Walkin' Boots","","AUTOPASS","false","","Elcoka-Sanguino","default",""
"Nîvla-Zul'jin","2025/03/18","22:19:00","1742332813-5","Dreadful Bloody Gallybux","228803","item:228803::::::::80:262::6:4:11959:10356:1514:10255::::::","Tierset","0","DEATHKNIGHT","Liberation of Undermine-Mythic","Cauldron of Carnage","16","2769","20","Cauldron Champion's Fistguards","","1","false","upgrade ilvl","Elcoka-Sanguino","default","true"
"Nîvla-Zul'jin","2025/03/19","22:08:00","1742418551-6","Fullthrottle Facerig","228858","item:228858::::::::80:262::5:7:6652:12176:11967:10355:11985:1498:10255:1:28:2462:::::","Tierset","1","DEATHKNIGHT","Liberation of Undermine-Heroic","Vexie and the Geargrinders","15","2769","26","Cauldron Champion's Crown","","1","false","upgrade ilvl, catalizador","Elcoka-Sanguino","default",""
"Nîvla-Zul'jin","2025/03/19","22:27:00","1742419703-14","Rik's Walkin' Boots","228874","item:228874::::::::80:262::5:6:6652:11967:10355:11986:1501:10255:1:28:2462:::::","Pre-Bis","1","DEATHKNIGHT","Liberation of Undermine-Heroic","Rik Reverb","15","2769","26","Rik's Walkin' Boots","","3","false","Upgrade ilvl","Elcoka-Sanguino","default",""
"Nîvla-Zul'jin","2025/03/19","22:59:00","1742421558-31","Pattern: Adrenal Surge Clasp","223097","item:223097::::::::80:262::5:::::::","Pass","0","DEATHKNIGHT","Liberation of Undermine-Heroic","Sprocketmonger Lockenstock","15","2769","27","","","PASS","false","","Elcoka-Sanguino","default",""
"Nîvla-Zul'jin","2025/03/26","22:04:00","1743023127-0","Vandal's Skullplating","228875","item:228875::::::::80:252::69:6:6652:11964:11977:11215:1485:10255:1:28:2462:::::","Loot Personal - no comerciable","0","DEATHKNIGHT","Liberación de Minahonda-Heroica","Vexie y los Cadenas","15","2769","29","","","PL","false","","Nîvla-Zul'jin","",""
"Nîvla-Zul'jin","2025/03/26","22:17:00","1743023987-6","Heaviestweight Title Belt","228873","item:228873::::::::80:1467::5:7:6652:12176:11967:10355:11986:1501:10255:1:28:2462:::::","Offspec","1","DEATHKNIGHT","Liberation of Undermine-Heroic","Cauldron of Carnage","15","2769","29","Lightning-Conductor's Bands","","5","false","si no lo quiere nadie, para upgrade","Wyverno-Zul'jin","default",""
"Nîvla-Zul'jin","2025/03/26","22:36:00","1743025008-17","Explosive Hearthstone","236687","item:236687::::::::80:252::5:::::::","Personal Loot - Non tradeable","0","DEATHKNIGHT","Liberation of Undermine-Heroic","Stix Bunkjunker","15","2769","30","","","PL","false","","Nîvla-Zul'jin","",""
"Nîvla-Zul'jin","2025/03/26","22:52:00","1743025965-31","Test Subject's Clasps","228884","item:228884::::::::80:1467::5:7:6652:12176:11967:10355:11987:1504:10255:1:28:2462:::::","Offspec","2","DEATHKNIGHT","Liberation of Undermine-Heroic","Sprocketmonger Lockenstock","15","2769","30","Everforged Vambraces |A:Professions-ChatIcon-Quality-Tier5:17:17::1|a","","5","false","bis frost","Wyverno-Zul'jin","default",""
"Nîvla-Zul'jin","2025/03/26","23:22:00","1743027782-32","Coin-Operated Girdle","228886","item:228886::::::::80:1467::5:7:6652:12176:11967:10355:11987:1504:10255:1:28:2462:::::","Bis","1","DEATHKNIGHT","Liberation of Undermine-Heroic","One-Armed Bandit","15","2769","30","Lightning-Conductor's Bands","","2","false","false","Wyverno-Zul'jin","default",""
"Nîvla-Zul'jin","2025/03/26","23:47:00","1743029206-41","Hired Muscle's Legguards","228853","item:228853::::::::80:1467::5:6:6652:11967:10355:11988:1507:10255:1:28:2462:::::","Offspec","0","DEATHKNIGHT","Liberation of Undermine-Heroic","Mug'Zee, Heads of Security","15","2769","30","Secret-Dredger's Legguards","","5","false","","Wyverno-Zul'jin","default",""
"Nîvla-Zul'jin","2025/03/27","22:27:00","1743110935-10","Formula: Enchant Weapon - Authority of the Depths","223144","item:223144::::::::80:264::5:::::::","Bis","0","DEATHKNIGHT","Undermine-","Chrome King Gallywix","0","2706","0","","","2","false","","Elcoka-Sanguino","default",""
"Nîvla-Zul'jin","2025/04/02","23:26:00","1743629156-39","Design: Magnificent Jeweler's Setting","223094","item:223094::::::::80:262::5:::::::","Tierset","0","DEATHKNIGHT","Liberation of Undermine-Heroic","Mug'Zee, Heads of Security","15","2769","26","","","1","false","a","Elcoka-Sanguino","default",""
"Nîvla-Zul'jin","2025/04/02","23:45:00","1743630317-45","Gallywix's Iron Thumb","228899","item:228899::::::::80:252::69:5:6652:11980:11215:1494:10255:1:28:2462:::::","Personal Loot - Non tradeable","0","DEATHKNIGHT","Liberation of Undermine-Heroic","Chrome King Gallywix","15","2769","26","","","PL","false","","Nîvla-Zul'jin","",""
"Nîvla-Zul'jin","2025/04/03","22:47:00","1743713245-9","Dreadful Polished Gallybux","228815","item:228815::::::::80:262::6:4:11962:10356:1514:10255::::::","Tierset","2","DEATHKNIGHT","Liberation of Undermine-Mythic","Rik Reverb","16","2769","20","Cauldron Champion's Screamplate","","1","false","las tengo en el vault, podria cogerme casco mito","Elcoka-Sanguino","default","true"
"Nîvla-Zul'jin","2025/04/09","22:19:00","1744230019-18","Wiseguy's Refused Offer","228902","item:228902::::::::80:262::5:5:6652:10355:11988:1507:10255:1:28:2462:::::","Offspec","0","DEATHKNIGHT","Liberation of Undermine-Heroic","Mug'Zee, Heads of Security","15","2769","25","Charged Claymore |A:Professions-ChatIcon-Quality-Tier5:17:17::1|a","","5","false","frost, si se lleva en algun momento","Elcoka-Sanguino","default",""
"Nîvla-Zul'jin","2025/04/09","22:31:00","1744230745-21","Excessively Bejeweled Curio","228819","item:228819::::::::80:262::5:3:10355:1507:10255::::::","Offspec","0","DEATHKNIGHT","Liberation of Undermine-Heroic","Chrome King Gallywix","15","2769","26","Cauldron Champion's Crown","Cauldron Champion's Ribcage","5","false","Por tener full set, pantalones.","Elcoka-Sanguino","default",""
"Nîvla-Zul'jin","2025/04/09","23:09:29","1744229369-10","Dreadful Bloody Gallybux","228803","item:228803::::::::80:581::6:4:11959:10356:1514:10255::::::","Mejora","0","DEATHKNIGHT","Liberation of Undermine-Mythic","Cauldron of Carnage","16","2769","20","Cauldron Champion's Fistguards","","4","false","terciarias","Lasttime-Uldum","default","true"
"Nîvla-Zul'jin","2025/04/21","23:03:00","1745269388-11","Rik's Walkin' Boots","228874","item:228874::::::::80:262::6:6:6652:11998:10356:11992:1514:10255:1:28:2462:::::","Bis","2","DEATHKNIGHT","Liberation of Undermine-Mythic","Rik Reverb","16","2769","20","Rik's Walkin' Boots","","2","false","","Elcoka-Sanguino","default",""
"Nîvla-Zul'jin","2025/04/23","23:57:00","1745445451-1","Pattern: Duskthread Lining","224435","item:224435::::::::80:262::6:::::::","Tierset","0","DEATHKNIGHT","Liberation of Undermine-Mythic","Rik Reverb","16","2769","20","","","1","false","pal banco","Elcoka-Sanguino","default",""
"Nîvla-Zul'jin","2025/04/30","22:24:00","1746044766-9","Dreadful Bloody Gallybux","228803","item:228803::::::::80:264::6:4:11959:10356:1514:10255::::::","Tierset","1","DEATHKNIGHT","Liberation of Undermine-Mythic","Cauldron of Carnage","16","2769","20","Cauldron Champion's Fistguards","","1","false","Terciarias","Elcoka-Sanguino","default","true"
"Nîvla-Zul'jin","2025/04/30","23:49:00","1746049813-20","Dumpster Diver","228903","item:228903::::::::80:262::6:5:6652:10356:11993:1517:10255:1:28:2462:::::","Pre-Bis","1","DEATHKNIGHT","Liberation of Undermine-Mythic","Stix Bunkjunker","16","2769","20","Charged Claymore |A:Professions-ChatIcon-Quality-Tier5:17:17::1|a","","3","false","","Elcoka-Sanguino","default",""
"Nîvla-Zul'jin","2025/05/14","23:42:21","1747255341-2","Dumpmech Compactors","228849","item:228849::::::::80:581::6:6:6652:11998:10356:11993:1517:10255:1:28:2462:::::","Transmog","0","DEATHKNIGHT","Liberation of Undermine-Mythic","Sprocketmonger Lockenstock","16","2769","20","Cauldron Champion's Fistguards","","6","false","","Lasttime-Uldum","default",""
"Nîvla-Zul'jin","2025/05/18","22:33:22","1747596802-2","Mister Lock-N-Stalk","230193","item:230193::::::::80:581::6:5:6652:10356:11993:1517:10255:1:28:2462:::::","Offspec","0","DEATHKNIGHT","Liberation of Undermine-Mythic","Sprocketmonger Lockenstock","16","2769","20","Eye of Kezan","House of Cards","5","false","","Lasttime-Uldum","default",""
"Nîvla-Zul'jin","2025/06/04","22:06:00","1749067558-1","Fullthrottle Facerig","228858","item:228858::::::::80:262::6:7:6652:12176:11998:10356:11991:1511:10255:1:28:2462:::::","Offspec","1","DEATHKNIGHT","Liberation of Undermine-Mythic","Vexie and the Geargrinders","16","2769","20","Cauldron Champion's Crown","","5","false","","Elcoka-Sanguino","default",""
"Nîvla-Zul'jin","2025/06/05","22:02:00","1749153764-0","Legplates of the Infinite Drakonid","37688","item:37688::::::::80:252::156:6:6652:11980:11964:12090:11350:10255:1:28:2462:::::","Personal Loot - Non tradeable","0","DEATHKNIGHT","Khaz Algar (Surface)-","Unknown","0","2552","0","","","PL","false","","Nîvla-Zul'jin","",""
"Nîvla-Zul'jin","2025/06/05","23:34:59","1749155699-3","Design: Magnificent Jeweler's Setting","223094","item:223094::::::::80:581::6:::::::","Bis","0","DEATHKNIGHT","Liberation of Undermine-Mythic","Mug'Zee, Heads of Security","16","2769","20","","","2","false","","Lasttime-Uldum","default",""
"Nîvla-Zul'jin","2025/06/05","23:37:03","1749155823-5","Underboss's Tailored Mantle","228870","item:228870::::::::80:581::6:6:6652:11998:10356:11994:1520:10255:1:28:2462:::::","Autopass","0","DEATHKNIGHT","Liberation of Undermine-Mythic","Mug'Zee, Heads of Security","16","2769","20","Cauldron Champion's Screamplate","","AUTOPASS","false","","Lasttime-Uldum","default",""
"Nîvla-Zul'jin","2025/06/17","22:30:00","1750192319-5","Web-Wrapped Curio","225634","item:225634::::::::80:262::6:3:10356:1533:10255::::::","Pass","0","DEATHKNIGHT","Nerub-ar Palace-Mythic","Queen Ansurek","16","2657","20","Cauldron Champion's Crown","Cauldron Champion's Ribcage","PASS","false","","Elcoka-Sanguino","default",""
"Nîvla-Zul'jin","2025/07/07","23:16:00","1751923038-6","Rae'shalare, Death's Whisper","186414","item:186414::::::::80:252::6:3:7858:7755:1498:1:28:2104:::::","Personal Loot - Non tradeable","0","DEATHKNIGHT","Liberation of Undermine-Mythic","Sprocketmonger Lockenstock","16","2769","20","","","PL","false","","Nîvla-Zul'jin","",""
